                                   | Core 0    
  Instructions                     |   99999894
  Cycles                           |  779596429
  IPC                              |       0.13
  Time (ns)                        |  259865476
Branch predictor stats             |           
  num correct                      |   16987764
  num incorrect                    |    4886023
  misprediction rate               |     22.34%
  mpki                             |      48.86
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9678072
    num misses                     |          3
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   35503726
    num misses                     |    8311571
    miss rate                      |     23.41%
    mpki                           |      83.12
  L2 TLB                           |           
    num accesses                   |    8311574
    num misses                     |    4149442
    miss rate                      |     49.92%
    mpki                           |      41.49
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9678072
    num cache misses               |      73477
    miss rate                      |      0.76%
    mpki                           |       0.73
  Cache L1-D                       |           
    num cache accesses             |   35503726
    num cache misses               |   11422691
    miss rate                      |     32.17%
    mpki                           |     114.23
  Cache L2                         |           
    num cache accesses             |   12875803
    num cache misses               |    9694197
    miss rate                      |     75.29%
    mpki                           |      96.94
  Cache L3                         |           
    num cache accesses             |   11086399
    num cache misses               |    5817859
    miss rate                      |     52.48%
    mpki                           |      58.18
DRAM summary                       |           
  num dram accesses                |    7312346
  average dram access latency (ns) |      70.25
  average dram queueing delay      |       5.23
Coherency Traffic                  |           
  num loads from dram              |    5752460
  num loads from dram cache        |          0
  num loads from remote cache      |          0
