                                   | Core 0    
  Instructions                     |   99999866
  Cycles                           |  162707338
  IPC                              |       0.61
  Time (ns)                        |   54235779
Branch predictor stats             |           
  num correct                      |     904120
  num incorrect                    |       6158
  misprediction rate               |      0.68%
  mpki                             |       0.06
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8831113
    num misses                     |          1
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   27165374
    num misses                     |      48351
    miss rate                      |      0.18%
    mpki                           |       0.48
  L2 TLB                           |           
    num accesses                   |      48352
    num misses                     |      48314
    miss rate                      |     99.92%
    mpki                           |       0.48
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8831113
    num cache misses               |     208705
    miss rate                      |      2.36%
    mpki                           |       2.09
  Cache L1-D                       |           
    num cache accesses             |   27165374
    num cache misses               |    5198800
    miss rate                      |     19.14%
    mpki                           |      51.99
  Cache L2                         |           
    num cache accesses             |    5421541
    num cache misses               |    4794954
    miss rate                      |     88.44%
    mpki                           |      47.95
  Cache L3                         |           
    num cache accesses             |    4808990
    num cache misses               |    4783308
    miss rate                      |     99.47%
    mpki                           |      47.83
DRAM summary                       |           
  num dram accesses                |    9550232
  average dram access latency (ns) |      55.97
  average dram queueing delay      |       5.96
Coherency Traffic                  |           
  num loads from dram              |     825909
  num loads from dram cache        |          0
  num loads from remote cache      |          0
