                                   | Core 0    
  Instructions                     |   99999972
  Cycles                           |  211898740
  IPC                              |       0.47
  Time (ns)                        |   70632913
Branch predictor stats             |           
  num correct                      |   10548859
  num incorrect                    |    2724376
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176731
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335667
    num misses                     |     533930
    miss rate                      |      1.18%
    mpki                           |       5.34
  L2 TLB                           |           
    num accesses                   |     533948
    num misses                     |     292213
    miss rate                      |     54.73%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176731
    num cache misses               |      86870
    miss rate                      |      0.71%
    mpki                           |       0.87
  Cache L1-D                       |           
    num cache accesses             |   45335667
    num cache misses               |    1741646
    miss rate                      |      3.84%
    mpki                           |      17.42
  Cache L2                         |           
    num cache accesses             |    2460425
    num cache misses               |    1746837
    miss rate                      |     71.00%
    mpki                           |      17.47
  Cache L3                         |           
    num cache accesses             |    2379333
    num cache misses               |    1710149
    miss rate                      |     71.88%
    mpki                           |      17.10
DRAM summary                       |           
  num dram accesses                |    3403914
  average dram access latency (ns) |      51.67
  average dram queueing delay      |       1.66
Coherency Traffic                  |           
  num loads from dram              |    1164077
  num loads from dram cache        |          0
  num loads from remote cache      |          0
