                                   | Core 0    
  Instructions                     |   99999892
  Cycles                           |  148818147
  IPC                              |       0.67
  Time (ns)                        |   49606049
Branch predictor stats             |           
  num correct                      |    5563643
  num incorrect                    |     913021
  misprediction rate               |     14.10%
  mpki                             |       9.13
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9896916
    num misses                     |          5
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29723322
    num misses                     |     202214
    miss rate                      |      0.68%
    mpki                           |       2.02
  L2 TLB                           |           
    num accesses                   |     202219
    num misses                     |       5394
    miss rate                      |      2.67%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9896916
    num cache misses               |     280040
    miss rate                      |      2.83%
    mpki                           |       2.80
  Cache L1-D                       |           
    num cache accesses             |   29723322
    num cache misses               |    1594365
    miss rate                      |      5.36%
    mpki                           |      15.94
  Cache L2                         |           
    num cache accesses             |    2021154
    num cache misses               |    1412929
    miss rate                      |     69.91%
    mpki                           |      14.13
  Cache L3                         |           
    num cache accesses             |    1561333
    num cache misses               |    1371384
    miss rate                      |     87.83%
    mpki                           |      13.71
DRAM summary                       |           
  num dram accesses                |    2726384
  average dram access latency (ns) |      51.72
  average dram queueing delay      |       1.72
Coherency Traffic                  |           
  num loads from dram              |     884040
  num loads from dram cache        |          0
  num loads from remote cache      |          0
