                                   | Core 0    
  Instructions                     |   99999946
  Cycles                           |   87469079
  IPC                              |       1.14
  Time (ns)                        |   29156360
Branch predictor stats             |           
  num correct                      |    7935581
  num incorrect                    |     671619
  misprediction rate               |      7.80%
  mpki                             |       6.72
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   10577831
    num misses                     |         37
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29343428
    num misses                     |      80288
    miss rate                      |      0.27%
    mpki                           |       0.80
  L2 TLB                           |           
    num accesses                   |      80325
    num misses                     |       3360
    miss rate                      |      4.18%
    mpki                           |       0.03
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   10577831
    num cache misses               |     199391
    miss rate                      |      1.88%
    mpki                           |       1.99
  Cache L1-D                       |           
    num cache accesses             |   29343428
    num cache misses               |     311969
    miss rate                      |      1.06%
    mpki                           |       3.12
  Cache L2                         |           
    num cache accesses             |     520582
    num cache misses               |     185513
    miss rate                      |     35.64%
    mpki                           |       1.86
  Cache L3                         |           
    num cache accesses             |     194868
    num cache misses               |     169421
    miss rate                      |     86.94%
    mpki                           |       1.69
DRAM summary                       |           
  num dram accesses                |     228483
  average dram access latency (ns) |      75.09
  average dram queueing delay      |      10.08
Coherency Traffic                  |           
  num loads from dram              |     114428
  num loads from dram cache        |          0
  num loads from remote cache      |          0
