                                   | Core 0    
  Instructions                     |   99999968
  Cycles                           |  147549373
  IPC                              |       0.68
  Time (ns)                        |   49183124
Branch predictor stats             |           
  num correct                      |    1857190
  num incorrect                    |    2836699
  misprediction rate               |     60.43%
  mpki                             |      28.37
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11404106
    num misses                     |         13
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   36830610
    num misses                     |     221522
    miss rate                      |      0.60%
    mpki                           |       2.22
  L2 TLB                           |           
    num accesses                   |     221535
    num misses                     |     221534
    miss rate                      |    100.00%
    mpki                           |       2.22
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11404106
    num cache misses               |      36141
    miss rate                      |      0.32%
    mpki                           |       0.36
  Cache L1-D                       |           
    num cache accesses             |   36830610
    num cache misses               |    2902488
    miss rate                      |      7.88%
    mpki                           |      29.02
  Cache L2                         |           
    num cache accesses             |    3418941
    num cache misses               |    2938629
    miss rate                      |     85.95%
    mpki                           |      29.39
  Cache L3                         |           
    num cache accesses             |    3418941
    num cache misses               |    2934586
    miss rate                      |     85.83%
    mpki                           |      29.35
DRAM summary                       |           
  num dram accesses                |    5852788
  average dram access latency (ns) |      52.37
  average dram queueing delay      |       2.37
Coherency Traffic                  |           
  num loads from dram              |    2099281
  num loads from dram cache        |          0
  num loads from remote cache      |          0
