                                   | Core 0    
  Instructions                     |   99999968
  Cycles                           |  143473932
  IPC                              |       0.70
  Time (ns)                        |   47824644
Branch predictor stats             |           
  num correct                      |    1857190
  num incorrect                    |    2836699
  misprediction rate               |     60.43%
  mpki                             |      28.37
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11404106
    num misses                     |         13
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   36830610
    num misses                     |     221522
    miss rate                      |      0.60%
    mpki                           |       2.22
  L2 TLB                           |           
    num accesses                   |     221535
    num misses                     |     221534
    miss rate                      |    100.00%
    mpki                           |       2.22
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11404106
    num cache misses               |      33041
    miss rate                      |      0.29%
    mpki                           |       0.33
  Cache L1-D                       |           
    num cache accesses             |   36830610
    num cache misses               |    2899380
    miss rate                      |      7.87%
    mpki                           |      28.99
  Cache L2                         |           
    num cache accesses             |    3412733
    num cache misses               |    2932421
    miss rate                      |     85.93%
    mpki                           |      29.32
  Cache L3                         |           
    num cache accesses             |    3412733
    num cache misses               |    2928378
    miss rate                      |     85.81%
    mpki                           |      29.28
DRAM summary                       |           
  num dram accesses                |    5840372
  average dram access latency (ns) |      52.36
  average dram queueing delay      |       2.36
Coherency Traffic                  |           
  num loads from dram              |    2099335
  num loads from dram cache        |          0
  num loads from remote cache      |          0
